361.000000 67.000000 697.000000
362.000000 67.000000 757.000000
361.000000 68.000000 697.000000
362.000000 68.000000 756.000000
360.000000 69.000000 697.000000
361.000000 69.000000 697.000000
362.000000 69.000000 755.000000
363.000000 69.000000 756.000000
368.000000 69.000000 763.000000
357.000000 70.000000 698.000000
358.000000 70.000000 698.000000
359.000000 70.000000 698.000000
360.000000 70.000000 698.000000
361.000000 70.000000 753.000000
362.000000 70.000000 754.000000
363.000000 70.000000 755.000000
367.000000 70.000000 762.000000
368.000000 70.000000 763.000000
369.000000 70.000000 764.000000
357.000000 71.000000 699.000000
358.000000 71.000000 699.000000
359.000000 71.000000 699.000000
360.000000 71.000000 751.000000
361.000000 71.000000 752.000000
362.000000 71.000000 753.000000
363.000000 71.000000 754.000000
364.000000 71.000000 755.000000
366.000000 71.000000 760.000000
367.000000 71.000000 762.000000
368.000000 71.000000 764.000000
369.000000 71.000000 766.000000
370.000000 71.000000 784.000000
372.000000 71.000000 789.000000
357.000000 72.000000 700.000000
358.000000 72.000000 700.000000
359.000000 72.000000 750.000000
360.000000 72.000000 750.000000
361.000000 72.000000 751.000000
362.000000 72.000000 752.000000
363.000000 72.000000 753.000000
364.000000 72.000000 755.000000
365.000000 72.000000 757.000000
366.000000 72.000000 759.000000
367.000000 72.000000 762.000000
368.000000 72.000000 765.000000
369.000000 72.000000 767.000000
370.000000 72.000000 774.000000
371.000000 72.000000 783.000000
372.000000 72.000000 786.000000
357.000000 73.000000 702.000000
358.000000 73.000000 702.000000
359.000000 73.000000 702.000000
360.000000 73.000000 749.000000
361.000000 73.000000 750.000000
362.000000 73.000000 751.000000
363.000000 73.000000 752.000000
364.000000 73.000000 754.000000
365.000000 73.000000 756.000000
366.000000 73.000000 759.000000
367.000000 73.000000 762.000000
368.000000 73.000000 766.000000
369.000000 73.000000 770.000000
370.000000 73.000000 775.000000
371.000000 73.000000 780.000000
357.000000 74.000000 703.000000
358.000000 74.000000 704.000000
359.000000 74.000000 704.000000
360.000000 74.000000 748.000000
361.000000 74.000000 749.000000
362.000000 74.000000 750.000000
