152.000000 0.000000 652.166931
153.000000 0.000000 652.276184
154.000000 0.000000 652.385376
155.000000 0.000000 652.494629
156.000000 0.000000 652.603882
157.000000 0.000000 652.713135
158.000000 0.000000 652.822327
159.000000 0.000000 652.931580
160.000000 0.000000 653.040833
161.000000 0.000000 653.150024
162.000000 0.000000 653.259277
163.000000 0.000000 653.368530
164.000000 0.000000 653.477783
165.000000 0.000000 653.586975
166.000000 0.000000 653.696228
167.000000 0.000000 653.805481
168.000000 0.000000 653.914734
169.000000 0.000000 654.023926
170.000000 0.000000 654.133179
171.000000 0.000000 654.242432
152.000000 1.000000 652.785217
153.000000 1.000000 652.894470
154.000000 1.000000 653.003723
155.000000 1.000000 653.112976
156.000000 1.000000 653.222168
157.000000 1.000000 653.331421
158.000000 1.000000 653.440674
159.000000 1.000000 653.549927
160.000000 1.000000 653.659119
161.000000 1.000000 653.768372
162.000000 1.000000 653.877625
163.000000 1.000000 653.986816
164.000000 1.000000 654.096069
165.000000 1.000000 654.205322
166.000000 1.000000 654.314575
167.000000 1.000000 654.423767
168.000000 1.000000 654.533020
169.000000 1.000000 654.642273
170.000000 1.000000 654.751526
171.000000 1.000000 654.860718
152.000000 2.000000 653.403564
153.000000 2.000000 653.512817
154.000000 2.000000 653.622009
155.000000 2.000000 653.731262
156.000000 2.000000 653.840515
157.000000 2.000000 653.949768
158.000000 2.000000 654.058960
159.000000 2.000000 654.168213
160.000000 2.000000 654.277466
161.000000 2.000000 654.386719
162.000000 2.000000 654.495911
163.000000 2.000000 654.605164
164.000000 2.000000 654.714417
165.000000 2.000000 654.823669
166.000000 2.000000 654.932861
167.000000 2.000000 655.042114
168.000000 2.000000 655.151367
169.000000 2.000000 655.260559
170.000000 2.000000 655.369812
171.000000 2.000000 655.479065
153.000000 3.000000 654.131104
154.000000 3.000000 654.240356
155.000000 3.000000 654.349609
156.000000 3.000000 654.458801
157.000000 3.000000 654.568054
158.000000 3.000000 654.677307
159.000000 3.000000 654.786560
160.000000 3.000000 654.895752
161.000000 3.000000 655.005005
162.000000 3.000000 655.114258
163.000000 3.000000 655.223511
